1125;DOCE ENCONTRO;AMOR JOGADO FORA;Faz tempo que eu não venho aqui;BRA
1126;JOÃO BOSCO E VINÍCIUS;CHORA, ME LIGA;Não era pra você se...;BRA
1127;EDSON E HUDSON;CIÚME EXAGERADO;Já sofri já chorei por alguém;BRA
1128;PAULA TOLLER;DERRETENDO SATÉLITES;Abro com as mãos te deixo olhar;BRA
1129;VÍCTOR E LÉO;DEUS E EU NO SERTÃO;Nunca vi ninguém viver tão feliz;BRA
1130;NAYAH;É SÓ VOCÊ QUERER;É só você querer que eu...;BRA
1131;REGIS DANESE;FAZ UM MILAGRE EM MIM;Como Zaqueu eu quero subir;BRA
1132;DIOGO NOGUEIRA;MALANDRO É MALANDRO E MANÉ É MAN;Malandro é malandro e mané é mané;BRA
1133;LENINE;MARTELO BIGORNA;Muito do que eu faço não...;BRA
1134;LEONARDO;MENTIROSA;O que posso fazer se a vida é assim;BRA
1135;WALDICK SORIANO;PERFUME DE GARDÊNIA;Perfume de gardênia tem em tua boca;BRA
1136;DOCE ENCONTRO;TÔ DE SACO CHEIO;La laiá... De tudo reclama e mesmo se eu fa;BRA
1137;GRUPO KALUANA - ADRYANA RIBEIRO;TUA INDIFERENÇA;Por que você não liga mais...;BRA
1138;MARCIA;VENENO;Mas o que me faz chorar;BRA
1139;PE. FÁBIO DE MELLO;VIDA;Pelas ruas da cidade pessoas andam num;BRA
1140;NELSON GONÇALVES;VIOLÃO;Violão eu estou tão sozinho;BRA
1141;WALDICK SORIANO;A CARTA;Minha querida saudações;BRA
1142;IVETE SANGALO;AGORA EU JÁ SEI;Duvidava não entendia quando...;BRA
1143;CHICAS;CARAS E BOCAS;Pra que conteúdo se a casca é;BRA
1144;PAPAS DA LÍNGUA;DISCO ROCK;Ela não pensou não acreditou;BRA
1145;PAULA FERNANDES - ALMIR SATER;JEITO DE MATO;De onde é que vem esses olhos;BRA
1146;MARISA MONTE;MAIS UMA VEZ;Mais uma vez eu vou te deixar;BRA
1147;OS THOMÉS;MEU AMOR;Senti o vazio e foi tanta dor;BRA
1148;RIONEGRO E SOLIMÕES;MOÍDO DE PAIXÃO;Saudade tá no meu olhar;BRA
1149;SKANK;NOITES DE UM VERÃO QUALQUER;Noites de um verão qualquer;BRA
1150;AGNELA;PODIA SER;Não sei porque você não quis ligar;BRA
1151;DANIEL;PRA SEMPRE TE AMAR;Não somos duas crianças;BRA
1152;VÍCTOR E LÉO;SONHOS E ILUSÔES EM MIM;No fraco pôr-do-sol me fortaleço;BRA
1153;ALIADOS;SORRINDO;Ontem um sonho acabou;BRA
1154;JORGE E MATEUS;TRAZ ELA DE VOLTA PRA MIM;Meu bem o que aconteceu...;BRA
1155;MARIA BETHÂNIA;UM JEITO ESTÚPIDO DE TE AMAR;Eu sei que eu tenho um jeito;BRA
1156;CAZUZA;VAI A LUTA;Eu li teu nome num cartaz;BRA
1157;MARIA CECÍLIA E RODOLFO;VOCÊ DE VOLTA;Tudo que eu quero é você de volta;BRA
1158;CEZAR E PAULINHO;VOCÊ É TUDO QUE PEDI PRA DEUS;Na fazenda da Esperança mora o meu;BRA
1159;LEONARDO;VOLTE AMOR;Não sei o que é que eu faço sem;BRA
1160;JORGE E MATEUS;VOU FAZER PIRRAÇA;Vou pagar promessa de...;BRA
1161;UDORA;A FALTA (QUE ME FAZ);Eu vou me dou te abro uma porta;BRA
1162;BETH CARVALHO;AMOR DE VERDADE;Tem que ser agora ou nunca mais;BRA
1163;JORGE VERCILO;DEVANEIO;Mergulhei no mar e não dava...;BRA
1164;CARLOS JOSÉ;ESMERALDA;Vestida de noiva com véu e grinalda;BRA
1165;ALCIONE;EU VOU PRA LAPA;É ela a dama da noite;BRA
1166;GUILHERME E SANTIAGO;FRANGUINHO NA PANELA;O recanto onde eu moro é...;BRA
1167;CHICO BUARQUE;GOTA D'ÁGUA;Já lhe dei meu corpo minha alegria;BRA
1168;ZÉ RAMALHO;JARDIM DAS ACÁCIAS II;Nada vejo por esta cidade;BRA
1169;PIQUE NOVO;LIGANDO OS FATOS;Pode até falar que nada aconteceu;BRA
1170;PARALAMAS DO SUCESSO;MEU SONHO;Pode ser que meu sonho seja assim;BRA
1171;NELSON GONÇALVES;MEU VÍCIO É VOCÊ;Boneca de trapo pedaço...;BRA
1172;BRUNO E MARRONE;NÃO TENTE ME IMPEDIR;Dundêrarium... Eu jurar amor para que voc;BRA
1173;CAUBY PEIXOTO;NINGUÉM É DE NINGUÉM;Ninguém é de ninguém na vida tudo;BRA
1174;STRIKE;NO VENENO;Ela adora me odiar não me dá trela;BRA
1175;CPM 22;NOSSA MÚSICA;Lembro que disse é hora de;BRA
1176;UDORA;PELO MENOS HOJE;Hoje pelo menos hoje não...;BRA
1177;CARLOS JOSÉ;QUERIA;Queria que você fosse o meu último;BRA
1178;WANDERLÉA;TE AMO;Quisera ter a coragem de dizer;BRA
1179;ANA CAROLINA;VAI;Espera aí nem vem com essa;BRA
1180;GRUPO TRADIÇÃO;VOCÊ NÃO VALE UM REAL;Você não vale um real mas...;BRA
1181;ZÉ GERALDO;A FÉ;Tá na prece do cristão na festa do;BRA
1182;ORNELLA DI SANTIS - BELO;AGENDA;Sei que pra você eu sou apenas mais um;BRA
1183;ZÉ HENRIQUE E GABRIEL;AH, QUE DEUS É ESSE!;Se Ele chegar nesse lugar;BRA
1184;SORRISO MAROTO;AINDA EXISTE AMOR EM NÓS;Nós estamos separados...;BRA
1185;CALCINHA PRETA;AMOR DIVIDIDO;Não quero mais esse amor dividido;BRA
1186;JOÃO BOSCO E VINÍCIUS;CORAÇÃO SÓ VÊ VOCÊ;Se esse amor não falasse tão...;BRA
1187;JOÃO NETO E FREDERICO;DETONOU;Detonou explodiu bagunçou...;BRA
1188;LEONARDO;ESSE ALGUÉM SOU EU;Meu pensamento são flores perfumando;BRA
1189;FRANCO LEVINE;EU TÔ AQUI;Senta aqui não vou tomar seu;BRA
1190;CALCINHA PRETA;VOCÊ NÃO VALE NADA;Você nao vale nada mas eu gosto de;BRA
1191;NANDO REIS;AINDA NÃO PASSOU;Triste é não chorar sim eu...;BRA
1192;JUSSARA SILVEIRA;ALÉM DO PARAÍSO;Perversa serpente do mal...;BRA
1193;BRUNO E MARRONE;AMOR NÃO VAI FALTAR;Me diz o que você quer que eu te faça;BRA
1194;MC BABI;ANJO DA MADRUGADA;Uh uh uh... Todo dia eu acordo;BRA
1195;NELSON GONÇALVES;CAMISOLA DO DIA;Amor eu me lembro ainda;BRA
1196;NELSON GONÇALVES;CHORE COMIGO;Estou mais triste nesta...;BRA
1197;LEONARDO;LONGE;Onde é que eu fui parar aonde é esse;BRA
1198;NOITE ILUSTRADA;MEUS TEMPOS DE CRIANÇA;Eu daria tudo que tivesse;BRA
1199;JANAINA KAIS;MULHER PRA NAMORAR;Chega chega dessa...;BRA
1200;FERNANDO E SOROCABA;PAGA PAU;Você diz que não me ama você diz que;BRA
1201;RENATO TEIXEIRA;A VIOLA E O CANTADOR;La la la la... A viola tá soluçando;BRA
1202;EDUARDO DUSEK;ALÔ, ALÔ BRASIL;Alô alô... quem fala é do Brasil;BRA
1203;TITÃS;ANTES DE VOCÊ;Antes não pensava em você;BRA
1204;PAPAS DA LÍNGUA;BALADA DO AMOR PERDIDO;Feche os olhos meu amor;BRA
1205;ELIZETH CARDOSO;CANÇÃO DA VOLTA;Nunca mais vou fazer o que ...;BRA
1206;RITA LEE;CECY BOM (C'EST SI BON);Cecy bom como diz o francês;BRA
1207;BANDA CALYPSO;CHÁ DE MARACUJÁ;Não adianta ligar que eu não...;BRA
1208;JOTA CANALHA;CHATOS EM DESFILE;Se o cara chateia mesmo...;BRA
1209;TCHÊ GAROTOS;CHEGA DE DEPRÊ;Hoje vou sair vou encontrar alguns amigos;BRA
1210;ALEXANDRE PIRES;CIGANO;Era lindo o nosso amor a história de nós;BRA
1211;ZIZI POSSI;CORSÁRIO;Meu coração tropical tá coberto de;BRA
1212;INIMIGOS DA HP - EDSON E HUDSON;DE PEITO ABERTO PRA QUEM QUER ME A;MFoi passou doeu e não dói mais...;BRA
1213;JOTA QUEST;DE VOLTA AO PLANETA DOS MACACOS;Lá fora todos os corações...;BRA
1214;FRESNO;DESDE QUANDO VOCÊ SE FOI;Mais uma história com um ...;BRA
1215;LIAH;E NÃO VOU MAIS DEIXAR VOCÊ TÃO SÓ;Se a vida inteira você esperou um grande;BRA
1216;ELBA RAMALHO;É SÓ VOCÊ QUERER;O meu amor é seu é só você ...;BRA
1217;CPM 22;ESTRANHO NO ESPELHO;Quem você vê quando me olha;BRA
1218;CLAUDIA LEITTE;HORIZONTE;Noite à toa sentimento de querer bem;BRA
1219;ROGER E ROBSON;LINDA MENINA;Linda... menina linda nunca não perca;BRA
1220;ZEZÉ DI CAMARGO E LUCIANO;NÃO QUERO TE PERDER;Quero sim um minuto do seu tempo só;BRA
1221;ROUPA NOVA;NATAL TODO DIA;Um clima de sonho se espalha no ar;BRA
1222;RODRIGUINHO - NANA DAMASCENO;O AMOR VENCEU;Conto os dias conto as horas;BRA
1223;TEODORO E SAMPAIO;O TREM TÁ FEIO;Disse que aqui mais nada é de graça;BRA
1224;FORRÓ DO MUÍDO;PALÁCIOS E CASTELOS;Te pedi que me levasse a sério;BRA
1225;GRUPO REVELAÇÃO;PECADORA;Lêlê lêlê... Vai pecadora..;BRA
1226;MONIQUE KESSOUS;PITANGUEIRA;Uma palavra de amor um pedaço do;BRA
1227;TITÃS;PORQUE EU SEI QUE É AMOR;Porque eu sei que é amor;BRA
1228;CHIMARRUTS;PRA ELA;Se um dia alguém te deixou;BRA
1229;EDUARDO COSTA;PRESENTE DE DEUS;Hoje quando parei pra pensar;BRA
1230;LATINO - BANDA CALYPSO;PROPOSTAS INDECENTES;Venha dançar o amor se...;BRA
1231;BANDA EVA - NETINHO;QUÍMICA PERFEITA;Quando ela me olhou não vi mais nada;BRA
1232;RICK E RENNER;RIACHO SERENO;O riacho é sereno o caminho é;BRA
1233;EMÍLIO SANTIAGO;ROSA MORENA;Rosa morena onde vais morena Rosa;BRA
1234;JOTA QUEST;SEIS E TRINTA;Pareço contigo normal e do...;BRA
1235;SKANK;SUTILMENTE;E quando eu estiver triste simplesmente;BRA
1236;JORGE VERCILO;TODA ESPERA;É a paciência foi pela vida...;BRA
1237;RUD E ROBSON;TOMAR UM GOLE;Eu to cansado de trabaiá eu quero;BRA
1238;WALDICK SORIANO;TORTURAS DE AMOR;Hoje que a noite está calma;BRA
1239;ZÉLIA DUNCAN;TUDO SOBRE VOCÊ;Queria descobrir em vinte e quatro;BRA
1240;HUGO E TIAGO;VIROU ROTINA;Todo dia a mesma coisa já...Todo dia a mesma coisa já...;BRA
1241;CAPITAL INICIAL;A VIDA É MINHA (EU FAÇO O QUE EU QUIS;Faça isso Faça aquilo perca peso tenha esti;BRA
1242;JOÃO BOSCO E VINÍCIUS;AH, É?;Olha sei que é alta madrugada...;BRA
1243;SÁ E GUARABYRA;ATRÁS POEIRA;Ele pegou um baio e como um raio;BRA
1244;NELSON GONÇALVES;CARLOS GARDEL;Tango bandoneon uma guitarra que;BRA
1245;MARIA CECÍLIA E RODOLFO;COISAS ESOTÉRICAS;Coisas esotéricas me passam na cabeça;BRA
1246;JOÃO MINEIRO E MARCIANO;CRISES DE AMOR;Só existe um caminho pra nós...;BRA
1247;JOÃO BOSCO E VINÍCIUS;CURTIÇÃO;Chega fazendo de conta que...;BRA
1248;PE. FÁBIO DE MELLO;DEUS É CAPAZ;Deus é capaz de transformar tua vida;BRA
1249;TITÃS;DOMINGO;Não sei o que fazer não sei o que;BRA
1250;BRUNO E MARRONE;DUAS VEZES VOCÊ;Se a saudade não doesse assim;BRA
1251;MICHEL TELÓ - JOÃO BOSCO E VINÍCIUS;EI, PSIU, BEIJO, ME LIGA;Chegou e me notou fingiu que eu não sou;BRA
1252;NECHVILE;EU NÃO VOU MAIS CHORAR;Amor vou te deixar mas não...;BRA
1253;ZEZÉ DI CAMARGO E LUCIANO;FAÇA ALGUMA COISA;Faça alguma coisa enquanto é tempo;BRA
1254;ERASMO CARLOS;FILHO ÚNICO;Ei mãe não sou mais menino;BRA
1255;BRUNO E MARRONE;FLASH BACK DE NÓS DOIS;Mas se quiser pode rolar um flash back de;BRA
1256;BELO;INCONDICIONALMENTE;Você vem me procurar faço tudo pra;BRA
1257;RITCHIE;LÁGRIMAS DEMAIS;No seu mundo também bate o sol;BRA
1258;LATINO - DUDU NOBRE;ME DIVIRTO COM AS ERRADAS;Enquanto eu não encontro a...;BRA
1259;BANDA DJAVÚ;ME LIBERA;O que pensa que eu sou;BRA
1260;JORGE E MATEUS;MISTÉRIOS;Não há disfarce nesse seu...;BRA
1261;SAMPA CREW;O ANJO E A FLOR;Preste atenção tudo é segredo;BRA
1262;JOÃO BOSCO E VINÍCIUS;O FORA;Cheguei atrasado pro encontro...;BRA
1263;LENINE;O SILÊNCIO DAS ESTRELAS;Solidão o silêncio das...;BRA
1264;FORRÓ DO MUÍDO;PISADINHA DO MUÍDO;Alô DJ aperta o play deixa o som;BRA
1265;TEODORO E SAMPAIO;PITOCO;Ganhei um cachorrinho por nome de;BRA
1266;LEONARDO;POR FAVOR, REZA PRA NÓS;Por favor reza pra nós que a coisa tá;BRA
1267;EDSON E HUDSON;PRA NÃO CHORAR;Às vezes por impulso a gente fere tanto;BRA
1268;MYLENA;QUANDO;Quando eu quis me aproximar;BRA
1269;IVETE SANGALO;QUANTO AO TEMPO;Lágrimas não são forever...;BRA
1270;BANDA EVA;REGGAE DO PORTO;Entardeceu lá no porto palmas que lá vem;BRA
1271;D'BLACK;REVOLTA;Diga ó vida me diga me dê...;BRA
1272;JANAYNNA TARGINO;SACANAGEM TUA;Sacanagem tua me deixar na...;BRA
1273;LEGIÃO URBANA;SE FIQUEI ESPERANDO MEU AMOR PASSA;Se fiquei esperando meu amor...;BRA
1274;BANDA CALYPSO;SEM DIREÇÃO;Eu tenho andado tão carente tão fora;BRA
1275;SILVIA MACHETE;SIMPLESMENTE MULHER;Tantas... sou só uma e sou tantas;BRA
1276;ÂNGELA MARIA;TANGO PRA TEREZA;Hoje alguém pôs a rodar um disco de;BRA
1277;FERNANDA TAKAI;TREVO DE QUATRO FOLHAS;Vivo esperando e procurando;BRA
1278;ELIZETH CARDOSO;ÚLTIMA FORMA;É como eu falei não ia durar;BRA
1279;FINO COLETIVO;UMA RAIZ UMA FLOR;Não diga que as estrelas estão mortas;BRA
1280;LEONARDO;VIAJEI;Não quis dizer não quis falar;BRA
1281;ARMANDINHO;A FILHA;Quando me dá uma louca eu saio pra rua;BRA
1282;LS JACK;AMANHÃ NÃO SE SABE;Como as folhas com o vento;BRA
1283;DANIEL;BOÊMIO APAIXONADO;Sou um viajante que passa;BRA
1284;CHICO BUARQUE;BRISA DO MAR;Brisa do mar confidente do meu coração;BRA
1285;MADRIGAL;CABOCLA;Quando a luz do sol invade o céu;BRA
1286;DJAVAN;CAPIM;Capim do vale Vara de goiabeira;BRA
1287;ÂNGELA MARIA - EMÍLIO SANTIAGO;ESCUTA;Escuta vamos fazer um contrato enxuga o;BRA
1288;CHICO BUARQUE - ELZA SOARES;FAÇAMOS (VAMOS AMAR);Os cidadãos no Japão fazem;BRA
1289;GILBERTO GIL;FORRÓ NO ESCURO;O candeeiro se apagou o sanfoneiro;BRA
1290;TEODORO E SAMPAIO;HOMEM QUE BATE EM MULHER;Homem que bate em mulher covarde é;BRA
1291;CHICO BUARQUE;HOMENAGEM AO MALANDRO;Eu fui fazer um samba em homenagem;BRA
1292;JORGE VERCILO;INVISÍVEL;Quando passou aqui você me...;BRA
1293;CIDADE NEGRA;JOHNNY B. GOOD;Lá no meio da baixada um gueto do;BRA
1294;ERASMO CARLOS;LERO LERO;Meu bem faz tantas luas que eu espero;BRA
1295;SILVIO CÉSAR;LEVANTE OS OLHOS;Levante os olhos olhe de frente pra ela;BRA
1296;CHICO BUARQUE - MIÚCHA - TOM JOBIM;MANINHA;Se lembra da fogueira se lembra dos balõe;BRA
1297;ADRIANA CALCANHOTO;MARESIA;Meu amor me deixou levou minha;BRA
1298;LENINE;MERO DETALHE;Não faz a menor diferença...;BRA
1299;SÉRGIO REIS;MEU CAVALO ZAINO;Eu tenho um cavalo zaino que na raia é;BRA
1300;BANDA DJAVÚ;NÃO DESLIGA O TELEFONE;Amor por favor não desliga o telefone;BRA
